id,hip,hd,hr,gl,bf,proper,ra,dec,dist,pmra,pmdec,rv,mag,absmag,ci,x,y,z,vx,vy,vz,rarad,decrad,pmrarad,pmdecrad,lum,var,var_min,var_max
33882,33971,52918,2648,,19    Mon,,7.048549,-4.239231,373.1343,-4.73,2.81,25,4.99,-2.869,-0.195,-100.870652,358.181085,-27.582498,0.00000122,0.00002722,0.00000318,1.84530583534774,-0.07398854379644,-0.0000000229316871,0.000000013623264,1223.48880532682,V637,5.034,4.964
33888,33977,53138,2653,,24Omi2CMa,,7.050409,-23.833291,847.4576,-1.56,4.28,48,3.02,-6.621,-0.077,-210.498109,746.064177,-342.438173,-0.00000795,0.0000518,-0.00000375,1.84579277482293,-0.415969397437281,-0.0000000075630934,0.000000020750025,38761.4486700241,Omi-2,3.065,2.985
33956,34045,53244,2657,,23Gam CMa,Muliphein,7.062637,-15.633286,135.5014,-0.81,-11.2,32,4.11,-1.55,-0.112,-35.835279,125.471916,-36.514903,-0.0000076,0.00002854,-0.0000159,1.84899400363883,-0.272852312117405,-0.0000000039269908,-0.000000054299132,363.078054770101,,,
33971,34059,53811,2672,,,,7.064896,-49.58392,60.5694,-53.69,139,27,4.92,1.009,0.14,-10.806546,37.753134,-46.115083,0.00000168,0.00005142,0.00000544,1.84958537440593,-0.865402654453619,-0.0000002602964651,0.000000673891015,34.3874522229127,,,
34000,34088,52973,2650,,43Zet Gem,Mekbuda,7.068481,20.570297,421.9409,-5.72,-0.96,7,4.01,-4.116,0.899,-109.067807,379.683873,148.25163,0.0000092,0.00001034,0.00000068,1.85052402835075,0.359019411275654,-0.0000000277313425,-0.000000004654211,3858.33559905351,Zet,4.172,3.702
34354,34444,54605,2693,,25Del CMa,Wezen,7.139857,-26.3932,492.6108,-2.75,3.33,34,1.83,-6.633,0.671,-129.733458,421.761488,-218.979855,-0.00000392,0.00003508,-0.00000833,1.86921013234171,-0.460648233737419,-0.0000000133323762,0.000000016144295,39192.2322454977,,,
34389,34481,55865,2736,,Gam2Vol,,7.145788,-70.498932,42.8633,23.71,108.06,3,3.78,0.62,1.006,-4.22812,13.669876,-40.404484,-0.00001126,0.00001974,0.0000046,1.87076303180658,-1.23043847596545,0.0000001149493237,0.000000523889663,49.2039535681451,,3.871,3.741
34404,34495,54893,2702,,,,7.147519,-39.655657,223.2143,-10.97,7.01,20,4.83,-1.914,-0.179,-50.854474,164.1546,-142.449266,0.00000525,0.00002318,-0.00000721,1.87121620863947,-0.692121775627409,-0.0000000531840608,0.000000033985439,507.691625888249,,,
34530,34622,54810,2701,,20    Mon,,7.170467,-4.237106,62.1891,0,217.85,79,4.91,0.941,1.02,-18.708565,59.13078,-4.594836,-0.00002577,0.00008145,0.00005953,1.877223918,-0.0739514535422238,0,0.000001056166603,36.6100228546543,,,
34601,34693,54719,2697,,46Tau Gem,,7.185659,30.245163,98.4252,-31,-48.4,22,4.41,-0.556,1.261,-25.971151,80.964075,49.576976,0.00000459,0.0000341,-0.00000862,1.88120120494289,0.527877675814066,-0.000000150292241,-0.000000234649821,145.344967791831,,,
34660,34752,54716,2696,,63    Aur,,7.194255,39.320549,148.8095,44.17,2.09,-27,4.91,-0.953,1.451,-35.409626,109.539726,94.294231,-0.00002345,-0.00003104,-0.00001633,1.88345156474427,0.686273038660294,0.0000002141422027,0.000000010132605,209.507705236518,,,
34677,34769,55185,2714,,22Del Mon,,7.197739,-0.492764,117.7856,-0.22,6.68,15,4.15,-1.205,-0.005,-36.330133,112.038272,-1.012987,-0.00000462,0.00001466,0.00000368,1.88436364866734,-0.00860035962641125,-0.0000000010665901,0.000000032385553,264.240875732195,,,
34741,34834,55892,2740,Gl 268.1,,,7.20935,-46.759305,21.427,-135.6,106.79,1.1,4.49,2.835,0.324,-4.57015,13.949318,-15.609196,0.00001063,0.0000128,0.00000678,1.88740354668568,-0.816103825840371,-0.0000006574073508,0.000000517732529,6.39734835482648,QW,4.506,4.476
34805,34899,56022,2746,,,,7.220377,-45.182739,56.5291,-24.84,-88.24,4,4.87,1.109,-0.003,-12.51457,37.828102,-40.099419,0.00001094,-0.00001141,-0.00001995,1.89029023025747,-0.788587563246421,-0.0000001204277183,-0.000000427799591,31.3617291651299,OU,4.879,4.859
34828,34922,56096,2748,,,,7.225637,-44.639739,64.0615,107.12,325.32,53,4.42,0.387,1.331,-14.37652,43.256072,-45.012936,-0.00006612,0.00009347,0.0000338,1.89166735315863,-0.779110418536181,0.0000005193324146,0.000001577195865,60.9817663998785,L-2,4.944,4.084
34887,34981,56014,2745,,27    CMa,,7.237559,-26.352507,531.9149,-6.58,3.89,16.3,4.42,-4.209,-0.17,-151.739539,451.839925,-236.11313,0.00000991,0.00002378,0.00000159,1.89478852386852,-0.459938006981545,-0.0000000319007402,0.000000018859252,4203.3930323655,EW,4.462,4.402
34926,35020,56456,2762,,,,7.243928,-48.271927,115.4734,-4.18,0.63,39,4.75,-0.562,-0.091,-24.589751,72.819168,-86.179461,-0.00000636,0.00002615,-0.00002953,1.8964559996794,-0.842504057274648,-0.0000000202652118,0.000000003054326,146.150397200616,,,
34943,35037,56139,2749,,28Ome CMa,,7.246849,-26.772667,279.3296,-11.5,7.67,26,4.01,-3.221,-0.15,-79.967595,236.217084,-125.824594,0.00000564,0.00003191,-0.00000271,1.89722052115623,-0.467271193629421,-0.0000000557535733,0.000000037185209,1691.99860250301,Ome,4.025,3.775
35110,35205,56618,2766,,,,7.276387,-27.881179,124.2236,-12.48,38.83,42,4.66,-0.811,1.589,-36.012762,103.730384,-58.092035,-0.00000894,0.00004866,0.00000058,1.90495372658346,-0.48661836778492,-0.0000000605047473,0.000000188253152,183.823063688353,,,
35115,35210,56577,2764,,,,7.276898,-23.315594,434.7826,-4.91,3.01,28,4.83,-3.361,1.601,-131.002952,377.175131,-172.085079,0.00000032,0.00003061,-0.00000551,1.90508752671192,-0.406933885312204,-0.0000000238043517,0.000000014592891,1924.86377778253,,,
35132,35228,57623,2803,,Del Vol,,7.280508,-67.957152,226.2443,-4.11,8.5,23,3.97,-2.803,0.76,-27.934552,80.182853,-209.706812,-0.00000149,0.00001798,-0.0000183,1.90603250664888,-1.18607604741983,-0.0000000199258423,0.000000041209162,1151.33047415582,,,
35169,35264,56855,2773,,Pi  Pup,,7.285711,-37.09747,247.5248,-10.57,7,16,2.71,-4.258,1.616,-65.206299,186.349551,-149.300305,0.00000599,0.00002129,-0.00000317,1.90739455860795,-0.647472992051626,-0.000000051244806,0.000000033936957,4397.44078447369,Pi,2.741,2.681
35253,35350,56537,2763,GJ 9231A,54Lam Gem,,7.30155,16.540383,30.931,-46.09,-37.9,-9.2,3.58,1.128,0.106,-9.909037,27.946222,8.805756,0.00000899,-0.00000467,-0.00000813,1.91154130980703,0.28868414423664,-0.0000002234506254,-0.000000183744384,30.8176841661151,,,
35266,35363,57150,2787,,,,7.30511,-36.733962,246.3054,-11.29,1.85,19,4.65,-2.307,-0.099,-66.140466,185.983966,-147.315434,0.00000704,0.00002043,-0.00000985,1.91247319806469,-0.641128584520786,-0.0000000547354645,0.000000008969053,729.121659995067,NV,4.694,4.494
35287,35384,56169,2751,,,,7.308883,49.464756,106.9519,-1.36,3.91,-12,5,-0.146,0.087,-23.355106,65.468542,81.284039,0.00000386,-0.00000873,-0.00000801,1.91346105030717,0.863322848866873,-0.0000000065934661,0.000000018956214,99.6322641954418,,,
35315,35412,57060,2781,,29    CMa,,7.311216,-24.558701,584.7953,-2.84,2.68,-11,4.88,-3.955,-0.16,-179.020796,500.860177,-243.055684,0.00000996,-0.00000395,0.00001159,1.9140719825238,-0.428630193311198,-0.0000000137687085,0.000000012993006,3326.59553294005,UW,5.205,4.805
35317,35415,57061,2782,,30Tau CMa,,7.311802,-24.954375,917.4312,-1.82,3.74,40,4.37,-5.443,-0.132,-280.07639,783.212348,-387.061103,-0.00000723,0.00004426,-0.00000218,1.91422525479342,-0.435536012344729,-0.000000008823609,0.000000018132031,13097.8496239968,Tau,4.408,4.348
35453,35550,56986,2777,Gl 271A,55Del Gem,Wasat,7.335383,21.98232,18.5391,-18.72,-7.76,-15.3,3.5,2.16,0.374,-5.888392,16.151258,6.939513,0.00000646,-0.00001281,-0.0000065,1.92039874587519,0.383663869811516,-0.000000090757121,-0.000000037621541,11.9124200802737,,,
35628,35727,57821,2812,,,,7.370425,-19.0166,147.4926,-1.66,-6.43,27,4.94,-0.904,-0.039,-48.962555,130.564555,-48.059375,-0.00000753,0.00002346,-0.00001334,1.92957268258081,-0.331902282768291,-0.0000000080479071,-0.000000031173519,200.26266903409,,,
35806,35904,58350,2827,,31Eta CMa,Aludra,7.401584,-29.303104,609.7561,-3.76,6.66,41,2.45,-6.476,-0.083,-190.762166,496.337122,-298.432917,-0.0000062,0.00004711,-0.00000336,1.9377301884963,-0.511435637474829,-0.0000000182289944,0.000000032288591,33915.6386905822,Eta,2.509,2.409
35941,36041,58367,2828,,2Eps CMi,,7.427471,9.276097,319.4888,-2.95,-8.65,-8,4.99,-2.532,0.991,-115.111431,293.5477,51.499062,0.00000641,-0.00000384,-0.00001454,1.94450745785747,0.161898439056649,-0.0000000143020036,-0.000000041936383,897.015608414814,,,
35946,36046,58207,2821,,60Iot Gem,,7.428779,27.79808,36.9004,-121.28,-84.43,8,3.78,0.945,1.024,-11.927106,30.38497,17.208794,0.00001498,0.00002122,-0.00000954,1.94484985915722,0.485168027378338,-0.0000005879820318,-0.00000040932819,36.4753946925608,,,
36044,36145,58142,2818,,21    Lyn,,7.445237,49.211527,83.8926,-10.79,-48.57,27,4.61,-0.009,-0.001,-20.244731,50.928261,63.517493,-0.00000811,0.00003228,0.000008,1.94915859127528,0.858903171602465,-0.0000000523113961,-0.000000235474004,87.8213279898006,,,
36087,36188,58715,2845,,3Bet CMi,Gomeisa,7.452512,8.289315,49.5786,-50.28,-38.45,22,2.89,-0.586,-0.097,-18.209817,45.556204,7.147858,0.00000246,0.0000264,-0.0000059,1.95106305906221,0.144675846904975,-0.0000002437643186,-0.00000018641086,149.41699574067,Bet,2.896,2.876
36182,36284,58972,2854,,4Gam CMi,,7.469387,8.92553,97.561,-59.29,10.76,47,4.33,-0.616,1.425,-36.168237,89.336272,15.136711,0.00000847,0.00005381,0.00001249,1.95548106184723,0.15577988345208,-0.0000002874460312,0.000000052165952,153.603106838503,,,
36263,36366,58946,2852,Gl 274A,62Rho Gem,,7.485195,31.78455,18.0473,159.33,193.82,3.1,4.16,2.878,0.32,-5.815731,14.195743,9.506008,-0.00001053,-0.00001106,0.00001608,1.95961951196933,0.554745055076406,0.0000007724536372,0.000000939665875,6.14893638512626,,,
36274,36377,59717,2878,,Sig Pup,,7.487179,-43.301432,59.3824,-59.86,188.73,88,3.25,-0.618,1.509,-16.404069,39.982094,-40.72716,-0.00002306,0.00010161,-0.00002219,1.96013880266714,-0.755752567847484,-0.0000002902094692,0.000000914988859,153.886314981996,Sig,3.265,3.225
36322,36425,59294,2864,,6    CMi,,7.496606,12.006564,175.4386,1.26,-19.26,-15,4.55,-1.671,1.276,-65.527801,158.596503,36.495368,0.00000344,-0.00001113,-0.00001921,1.96260694645071,0.209554075967753,0.0000000061086524,-0.000000093375114,405.882194661918,,,
36328,36431,59612,2874,,,,7.497615,-23.024287,952.381,-2.65,4.94,37,4.85,-5.044,0.243,-334.92153,810.002495,-372.496613,-0.00000541,0.0000451,0.00000619,1.96287091258383,-0.401849619439294,-0.0000000128475625,0.000000023949795,9069.84781505793,,,
36412,36514,59890,2881,,,,7.511834,-30.962281,460.8295,-11.74,0.84,14,4.65,-3.668,0.904,-152.353154,364.613906,-237.084709,0.00001909,0.00002233,-0.00000576,1.96659359897515,-0.540393747366203,-0.0000000569171261,0.000000004072434,2553.87713577933,,,
36444,36547,55966,2742,,,,7.517911,82.411466,153.1394,-3.71,-42.31,14,4.92,-1.005,1.633,-7.826627,18.647411,151.798327,-0.00001024,0.00003152,0.00001004,1.96818438161736,1.43835141915915,-0.0000000179865875,-0.000000205124668,219.785987278483,VZ,4.974,4.834
36667,36773,60414,2902,,,,7.563323,-14.523892,471.6981,-7.73,3.62,22,4.82,-3.548,1.362,-181.711894,418.911139,-118.294243,0.00000672,0.00002892,0.00000237,1.98007336708415,-0.253489739435269,-0.0000000374760975,0.000000017550255,2286.65160291952,KQ,4.89,4.71
36689,36795,60532,2906,Gl 279,,,7.567551,-22.296067,25.2972,-40.38,46.84,61,4.44,2.425,0.521,-9.338236,21.462897,-9.597779,-0.00001936,0.0000569,-0.00001835,1.98118012603206,-0.389139776991139,-0.0000001957677642,0.000000227086727,9.33254300796991,,,
36744,36850,60179,2891,Gl 278A,66Alp Gem,Castor,7.576634,31.888276,15.5958,-206.33,-148.18,6,1.58,0.615,0.034,-5.311938,12.130011,8.238737,0.00000983,0.00001645,-0.00000627,1.98355827023441,0.556555413027029,-0.0000010003160671,-0.000000718396911,49.4310686986835,,,
36811,36917,60863,2922,,,,7.589694,-28.369323,67.9348,-66.9,-18.71,3,4.65,0.49,-0.111,-24.165667,54.673563,-32.279448,0.00002024,0.0000087,-0.00000688,1.98697722402192,-0.495138099700591,-0.0000003243403523,-0.000000090708639,55.462571295791,,,
36836,36942,61248,2934,,,,7.594365,-52.533836,120.3369,23.44,-11.57,62,4.93,-0.472,1.373,-29.674646,66.915732,-95.513367,-0.00002596,0.00002482,-0.00005443,1.98820009435286,-0.916888408813243,0.0000001136403267,-0.000000056092942,134.524070514863,,,
36856,36962,60522,2905,,69Ups Gem,,7.598708,26.895741,83.0565,-39.58,-108.08,-21,4.06,-0.537,1.54,-30.104979,67.678521,37.572052,0.00001434,0.00000696,-0.00004853,1.98933712796902,0.469419229117031,-0.0000001918892548,-0.000000523986625,142.823608001918,,,
36990,37096,61330,2937,,,,7.622809,-34.96853,110.4972,-13.65,16.53,24,4.53,-0.687,-0.081,-37.322872,82.499218,-63.328989,-0.00000372,0.00002596,-0.00000681,1.99564669795066,-0.610315986777616,-0.0000000661770674,0.000000080139701,163.983442762654,,,
37067,37173,61429,2944,,,,7.638346,-25.364804,189.7533,-2.28,-6.7,41,4.69,-1.701,-0.1,-71.308473,155.929559,-81.286705,-0.00001275,0.00003293,-0.00002353,1.99971433527967,-0.442699349222015,-0.0000000110537519,-0.000000032482516,417.253511231794,PU,4.727,4.667
37124,37229,61555,2948,,,,7.647186,-26.803836,106.2699,-17,23.08,24,3.8,-1.332,-0.159,-39.647242,86.168417,-47.921159,-0.00000344,0.00002843,-0.00000046,2.00202873783965,-0.467815194918776,-0.0000000824183257,0.000000111894997,297.029784401786,,,
37159,37265,61110,2930,,71Omi Gem,Jishui,7.65276,34.584346,50.9944,-35.97,-118.03,7,4.89,1.352,0.413,-17.604251,38.11415,28.945417,-0.00000134,0.00002411,-0.00001996,2.00348783610954,0.603610706026114,-0.0000001743874809,-0.000000572225587,25.0726362477712,,,
37173,37279,61421,2943,Gl 280A,10Alp CMi,Procyon,7.655033,5.224993,3.5142,-716.57,-1034.58,-4,0.4,2.671,0.432,-1.469312,3.17617,0.320024,0.00001212,0.00000289,-0.00001792,2.00408304124283,0.09119333187796,-0.0000034740293908,-0.000005015785376,7.44046366191919,,,
37191,37297,61831,2961,,,,7.657595,-38.308021,170.3578,-21.35,16.03,26,4.84,-1.317,-0.189,-56.20691,121.287419,-105.603052,0.00000377,0.00003379,-0.0000061,2.00475364330744,-0.66860109898822,-0.0000001035077208,0.000000077715632,292.954382976943,,,
37273,37379,61772,2959,,,,7.673114,-15.26392,213.2196,-2.27,-28.04,-0.6,4.98,-1.664,1.543,-87.24625,186.278637,-56.133385,0.00000561,-0.00000645,-0.0000278,2.00881656670388,-0.266405664490365,-0.0000000110052705,-0.000000135941756,403.273792976113,,,
37340,37447,61935,2970,,26Alp Mon,,7.687454,-9.551131,45.3104,-74.8,-19.64,11,3.94,0.659,1.022,-19.103696,40.392645,-7.518267,0.00001042,0.00001641,-0.00000612,2.01257064889446,-0.166698680152303,-0.0000003626406331,-0.000000095217406,47.4678979482922,,,
37397,37504,63295,3024,,Zet Vol,,7.697004,-72.606098,43.2339,33.38,15.29,48,3.93,0.751,1.033,-5.555002,11.669749,-41.257317,-0.00001394,0.000013,-0.00004589,2.01507101001956,-1.2672154673799,0.0000001618308066,0.000000074128011,43.6113971393064,,,
37502,37609,61497,2946,,24    Lyn,,7.716788,58.71036,81.8331,-36.99,-52.11,9,4.93,0.365,0.104,-18.465628,38.280249,69.93077,0.00000346,0.00002659,-0.00000287,2.02025032083992,1.02468909243143,-0.0000001793325804,-0.000000252636408,62.2300285169159,,,
37522,37629,62044,2973,,75Sig Gem,,7.721867,28.88351,38.3436,61.84,-231.26,46,4.23,1.312,1.118,-14.627301,30.220289,18.521324,-0.00003734,0.00005076,-0.00001491,2.02158006332683,0.504112340673976,0.0000002998087801,-0.000001121180117,26.0135725665313,Sig,4.285,4.205
37541,37648,62576,2993,,1    Pup,,7.725663,-28.410885,236.9668,-13.62,29.79,33,4.63,-2.243,1.632,-90.991731,187.515464,-112.746885,-0.00000599,0.00004819,0.00001404,2.0225739042233,-0.495863481272544,-0.0000000660316233,0.000000144425995,687.384919590323,,,
37570,37677,62623,2996,,3    Pup,,7.73013,-28.954826,100000,-4.57,3.88,25,3.94,-16.06,0.16,-38291.587533,78676.76741,-48411.988585,0.00158373,0.00180838,0.00163342,2.02374340313513,-0.505357043405763,-0.0000000221559852,0.00000001881077,231206479.017559,,,
37633,37740,62345,2985,,77Kap Gem,,7.740793,24.397993,43.3463,-22.45,-56.24,21,3.57,0.385,0.932,-17.374205,35.446541,17.905243,-0.00000652,0.00002402,-0.00000189,2.02653491364413,0.425825300231886,-0.0000001088406713,-0.000000272659213,61.0942024905572,,,
37711,37819,63032,3017,,,,7.754249,-37.968584,347.2222,-10.77,5.97,17,3.62,-4.083,1.706,-121.341631,245.368054,-213.621366,0.00000743,0.00002586,-0.00000277,2.03005772612371,-0.66267680174546,-0.0000000522144334,0.000000028943376,3742.82912240805,,,
37718,37826,62509,2990,Gl 286,78Bet Gem,Pollux,7.755277,28.026199,10.3584,-625.69,-45.95,3.6,1.16,1.084,0.991,-4.055465,8.19518,4.867171,0.00002624,0.00001782,-0.00000031,2.03032688748122,0.489149441745998,-0.0000030334307179,-0.000000222771886,32.0922376804843,,,
37800,37908,62721,3003,,81    Gem,,7.768736,18.510043,104.0583,-75.55,-51.53,81,4.89,-0.196,1.425,-44.076766,88.284547,33.03571,-0.00000468,0.00009469,0.00000165,2.03385032807856,0.323061203035721,-0.0000003662767357,-0.000000249824489,104.327788145997,,,
37962,38070,63462,3034,,Omi Pup,,7.801436,-25.937169,434.7826,-10.22,4.92,15,4.4,-3.791,-0.07,-177.636172,348.30693,-190.167555,0.00001086,0.00002612,0.00000262,2.04241111745537,-0.452688989287711,-0.0000000495479582,0.000000023852833,2860.22369395428,Omi,4.418,4.388
37981,38089,63744,3046,,,,7.805608,-47.077722,71.2251,-101.31,-78.38,-1,4.69,0.427,1.039,-22.084008,43.185663,-52.156579,0.00004048,-0.00000234,-0.00001768,2.04350337530853,-0.821661259973417,-0.0000004911647398,-0.000000379996962,58.77599636806,,,
38057,38164,63922,3055,,,,7.820638,-46.373205,505.0505,-4.62,9.04,24,4.1,-4.417,-0.16,-159.874467,309.624302,-365.580595,-0.00000507,0.00003447,-0.0000025,2.04743820101407,-0.809365116512385,-0.000000022398392,0.000000043827156,5090.96369523094,,,
38062,38170,63700,3045,,7Xi  Pup,Azmidi,7.821571,-24.859786,367.6471,-5.56,-0.71,3,3.34,-4.487,1.218,-153.118527,296.362603,-154.558514,0.00000777,0.00000655,-0.00000244,2.04768248813814,-0.433885111119049,-0.0000000269556406,-0.000000003442177,5430.00213065738,,,
38304,38414,64440,3080,,,,7.870288,-40.575786,108.1081,-13.89,5.3,24,3.71,-1.459,1.012,-38.618552,72.465137,-70.319408,-0.00000319,0.00002147,-0.00001386,2.06043661876957,-0.708181061167656,-0.0000000673406202,0.000000025695125,333.887376725123,,,
38343,38455,64503,3084,,,,7.877402,-38.862812,198.8072,-9.49,4.02,-31,4.49,-2.002,-0.188,-73.05857,136.476492,-124.742956,0.00001857,-0.0000153,0.00002291,2.06229905842284,-0.678284029466796,-0.0000000460088183,0.000000019489509,550.554098484795,QZ,4.522,4.462
38388,38500,64740,3089,,,,7.884344,-49.613044,232.5581,-8.44,14.65,8,4.63,-2.203,-0.228,-71.357379,132.71839,-177.136266,-0.00000009,0.00002026,0.00000447,2.0641163599651,-0.865910966529465,-0.0000000409182746,0.000000071025204,662.521535902582,,,
38406,38518,64760,3090,,,,7.888378,-48.102934,507.6142,-4.9,5.89,41,4.22,-4.308,-0.13,-160.841113,298.394134,-377.840741,-0.00000779,0.00003987,-0.00002153,2.06517246913613,-0.839554575139156,-0.0000000237558703,0.000000028555525,4604.68578378574,,,
38426,38538,64145,3067,,83Phi Gem,,7.891616,26.765783,68.2128,-34.02,-31.17,8,4.97,0.801,0.098,-28.943408,53.587317,30.719285,0.00000422,0.00001586,-0.00000552,2.06602016383088,0.46715103573129,-0.0000001649336141,-0.000000151116424,41.6485609340741,,,
38713,38827,65575,3117,,Chi Car,,7.946313,-52.98236,139.47,-28.38,16.76,19,3.46,-2.262,-0.177,-40.958494,73.302689,-111.359983,0.00000663,0.00002747,-0.00000869,2.08033975808643,-0.924716624020745,-0.0000001375901225,0.000000081254772,699.519781051214,Chi,3.467,3.457
38721,38835,65228,3102,,11    Pup,,7.94765,-22.880119,160,-29.61,12.28,14,4.2,-1.821,0.718,-71.949183,128.660129,-62.208733,0.0000118,0.00002596,0.00000321,2.08068997290836,-0.399333403067709,-0.0000001435533308,0.000000059535119,466.015111702184,,,
38788,38901,65456,3113,,,,7.961141,-30.33457,371.7472,-8.11,7.14,28,4.76,-3.091,0.151,-157.590853,279.483537,-187.750479,-0.0000026,0.00003437,-0.00000336,2.08422179396409,-0.52943811711266,-0.0000000393183895,0.000000034615696,1501.06673257037,,,
38847,38957,65818,3129,,,,7.970678,-49.244912,294.1176,-7.48,6.91,19,4.47,-2.873,-0.18,-94.72468,167.015922,-222.796274,-0.00000066,0.00002279,-0.00000829,2.08671852568945,-0.859485849869531,-0.0000000362640633,0.000000033500625,1228.00461798879,V,4.913,4.373
38969,39079,65695,3122,,27    Mon,,7.995598,-3.679583,84.246,-55.17,-1.84,-29,4.93,0.302,1.205,-41.952099,72.856948,-5.406614,0.00003432,-0.00001445,0.00000115,2.09324263762256,-0.0642208350549963,-0.0000002674717076,-0.000000008920571,65.9477525949485,,,
38985,39095,65810,3131,,,,7.997792,-18.399228,73.9645,-7.29,-35.07,-12,4.61,0.265,0.087,-35.056533,60.800842,-23.345844,0.00001006,-0.00001222,-0.00000806,2.09381702274947,-0.321127101711374,-0.0000000353429173,-0.000000170024157,68.233869414167,,,
39028,39138,66591,3159,,,,8.005547,-63.567456,153.1394,-1.88,19.31,22,4.81,-1.115,-0.173,-34.170263,58.986665,-137.130239,-0.00001025,0.00002047,-0.00001377,2.09584722124815,-1.10946139884669,-0.0000000091144972,0.000000093617521,243.220400907382,,,
39100,39211,65953,3141,,28    Mon,,8.020371,-1.392608,137.931,65.97,-75.73,27,4.69,-1.008,1.475,-69.581124,119.047291,-3.352171,-0.00005139,0.00000051,-0.00005129,2.09972815952637,-0.02430559855725,0.0000003198315851,-0.0000003671494,220.394118181011,V645,4.706,4.676
39200,39311,66141,3145,,,,8.03776,2.334571,77.8816,-28.04,105.49,71,4.39,-0.067,1.252,-39.573096,67.004089,3.172507,-0.00002696,0.00006646,0.00004275,2.10428071150963,0.0407459450120713,-0.000000135941756,0.000000511429951,92.64031007364,,,
39313,39424,66216,3149,,Chi Gem,,8.058634,27.794332,78.5546,-28.53,-35.25,-11,4.94,0.464,1.13,-35.665386,59.640931,36.629896,0.00001122,0.00000241,-0.00001712,2.10974545172325,0.485102610652807,-0.0000001383173431,-0.000000170896822,56.8067574106772,,,
39318,39429,66811,3165,,Zet Pup,Naos,8.059737,-40.003148,332.2259,-30.82,16.77,-24,2.21,-5.397,-0.269,-130.674899,218.376203,-213.564535,0.00004333,0.00002425,0.00003647,2.11003413257871,-0.698186637596528,-0.0000001494195763,0.000000081303254,12554.5167368714,Zet,2.224,2.194
39644,39757,67523,3185,,15Rho Pup,Tureis,8.125737,-24.304324,19.4818,-83.29,46.38,46,2.83,1.382,0.458,-9.379037,15.076242,-8.018549,-0.00001692,0.00004209,-0.00001537,2.1273129937385,-0.424190475504881,-0.0000004038013145,0.000000224856585,24.3893373027891,Rho,2.875,2.775
39681,39794,68520,3223,,Eps Vol,,8.132173,-68.617062,172.4138,-29.88,30.58,10,4.35,-1.833,-0.113,-33.295483,53.320205,-160.545681,0.0000066,0.00003658,-0.0000002,2.12899794845463,-1.1975936557598,-0.0000001448623278,0.000000148256023,471.194269420276,,,
39734,39847,67006,3173,,27    Lyn,,8.140963,51.50667,76.6871,-60.1,-2.15,11,4.78,0.356,0.048,-25.374808,40.428392,60.021585,0.00001487,0.00001834,0.00000831,2.13129924448606,0.898960985794428,-0.000000291373022,-0.000000010423494,62.7480161997852,,,
39750,39863,67594,3188,,29Zet Mon,,8.143236,-2.983786,324.6753,-16.79,-3.89,30,4.36,-3.197,0.97,-172.53083,274.520877,-16.900451,0.00000624,0.00003973,-0.00000771,2.1318940707481,-0.052076888018455,-0.000000081400217,-0.000000018859252,1655.00762876999,,,
39790,39903,68456,3220,Gl 297.1,,,8.150213,-61.302429,19.98,-155.04,-297.69,25,4.74,3.237,0.437,-5.120016,8.113858,-17.525983,0.00001964,-0.00000299,-0.00003627,2.13372085101761,-1.06992923036614,-0.0000007516551303,-0.000001443241845,4.41773844889648,,,
39793,39906,67797,3192,,16    Pup,,8.150455,-19.245014,142.6534,-9.97,-5.46,19,4.4,-1.371,-0.16,-71.881704,113.895555,-47.019828,-0.0000033,0.00001814,-0.00000997,2.13378409906067,-0.335888861619728,-0.000000048335924,-0.000000026470826,307.893130974161,,,
39840,39953,68273,3207,,Gam2Vel,,8.158876,-47.336588,342.4658,-5.93,9.9,35,1.75,-5.923,-0.145,-124.300149,195.993257,-251.831601,-0.00001115,0.00003596,-0.00001518,2.1359886134423,-0.826179311030153,-0.0000000287494513,0.000000047996554,20379.8038628705,Gam-2,1.767,1.727
39971,40084,68290,3211,,19    Pup,,8.187863,-12.926999,54.1712,-26.04,8.08,36,4.72,1.051,0.939,-28.615326,44.371776,-12.11868,-0.00001396,0.00003426,-0.00000617,2.14357746835203,-0.225618689236731,-0.0000001262454824,0.000000039172945,33.0826278855698,,,
39978,40091,68553,3225,,,,8.189304,-39.618545,520.8333,-8.91,3.1,16,4.44,-4.143,1.59,-217.566963,337.08653,-332.12161,0.00000936,0.00002698,-0.00000441,2.14395481702713,-0.69147406249429,-0.0000000431968989,0.000000015029224,3955.48735055562,NS,4.462,4.422
39983,40096,68601,3226,,,,8.190526,-42.987278,100000,-5.33,4.6,19,4.73,-15.27,0.164,-39688.333489,61447.812029,-68183.594917,0.00133782,0.00269103,0.00161797,2.14427469689502,-0.750269530862496,-0.0000000258405692,0.000000022301429,111686324.778056,,,
40054,40167,68255,3210,,16Zet2Cnc,Tegmine,8.203535,17.647771,25.0815,28.29,-150.94,-11,4.67,2.673,0.531,-13.035978,20.033032,7.603791,-0.00000007,-0.0000062,-0.0000209,2.14768038909567,0.308011702944521,0.0000001371537902,-0.000000731777769,7.42677043714697,,,
40145,40259,68752,3229,,20    Pup,,8.222213,-15.788221,266.6667,-11.52,-2.85,17,4.99,-2.14,1.066,-141.007112,214.391986,-72.555365,0.0000038,0.00002132,-0.00000828,2.15257043530781,-0.275556445900404,-0.000000055850536,-0.000000013817189,625.172692775686,,,
